date_id,date,day_of_week,weekend_flag,holiday_flag,holiday_before_flag,holiday_after_flag,holiday_adjacent_flag,month,quarter,year
20200105,2020-01-05,Sunday,True,False,False,False,False,1,1,2020
20200111,2020-01-11,Saturday,True,False,False,False,False,1,1,2020
20200112,2020-01-12,Sunday,True,False,False,False,False,1,1,2020
20200119,2020-01-19,Sunday,True,False,False,False,False,1,1,2020
20200202,2020-02-02,Sunday,True,False,False,False,False,2,1,2020
20200910,2020-09-10,Thursday,False,False,False,False,False,9,3,2020
20200913,2020-09-13,Sunday,True,False,False,False,False,9,3,2020
20200914,2020-09-14,Monday,False,False,False,False,False,9,3,2020
20200917,2020-09-17,Thursday,False,False,False,False,False,9,3,2020
20200920,2020-09-20,Sunday,True,False,False,False,False,9,3,2020
20200921,2020-09-21,Monday,False,False,False,False,False,9,3,2020
20200924,2020-09-24,Thursday,False,False,False,False,False,9,3,2020
20200927,2020-09-27,Sunday,True,False,False,False,False,9,3,2020
20200928,2020-09-28,Monday,False,False,False,False,False,9,3,2020
20201001,2020-10-01,Thursday,False,False,False,False,False,10,4,2020
20201004,2020-10-04,Sunday,True,False,False,False,False,10,4,2020
20201005,2020-10-05,Monday,False,False,False,False,False,10,4,2020
20201008,2020-10-08,Thursday,False,False,False,False,False,10,4,2020
20201011,2020-10-11,Sunday,True,False,True,False,True,10,4,2020
20201012,2020-10-12,Monday,False,True,False,False,False,10,4,2020
20201013,2020-10-13,Tuesday,False,False,False,True,True,10,4,2020
20201018,2020-10-18,Sunday,True,False,False,False,False,10,4,2020
20201019,2020-10-19,Monday,False,False,False,False,False,10,4,2020
20201022,2020-10-22,Thursday,False,False,False,False,False,10,4,2020
20201025,2020-10-25,Sunday,True,False,False,False,False,10,4,2020
20201026,2020-10-26,Monday,False,False,False,False,False,10,4,2020
20201029,2020-10-29,Thursday,False,False,False,False,False,10,4,2020
20201101,2020-11-01,Sunday,True,False,False,False,False,11,4,2020
20201102,2020-11-02,Monday,False,False,False,False,False,11,4,2020
20201105,2020-11-05,Thursday,False,False,False,False,False,11,4,2020
20201108,2020-11-08,Sunday,True,False,False,False,False,11,4,2020
20201109,2020-11-09,Monday,False,False,False,False,False,11,4,2020
20201112,2020-11-12,Thursday,False,False,False,False,False,11,4,2020
20201115,2020-11-15,Sunday,True,False,False,False,False,11,4,2020
20201116,2020-11-16,Monday,False,False,False,False,False,11,4,2020
20201119,2020-11-19,Thursday,False,False,False,False,False,11,4,2020
20201122,2020-11-22,Sunday,True,False,False,False,False,11,4,2020
20201123,2020-11-23,Monday,False,False,False,False,False,11,4,2020
20201126,2020-11-26,Thursday,False,True,False,False,False,11,4,2020
20201129,2020-11-29,Sunday,True,False,False,False,False,11,4,2020
20201130,2020-11-30,Monday,False,False,False,False,False,11,4,2020
20201202,2020-12-02,Wednesday,False,False,False,False,False,12,4,2020
20201206,2020-12-06,Sunday,True,False,False,False,False,12,4,2020
20201207,2020-12-07,Monday,False,False,False,False,False,12,4,2020
20201208,2020-12-08,Tuesday,False,False,False,False,False,12,4,2020
20201210,2020-12-10,Thursday,False,False,False,False,False,12,4,2020
20201213,2020-12-13,Sunday,True,False,False,False,False,12,4,2020
20201214,2020-12-14,Monday,False,False,False,False,False,12,4,2020
20201217,2020-12-17,Thursday,False,False,False,False,False,12,4,2020
20201219,2020-12-19,Saturday,True,False,False,False,False,12,4,2020
20201220,2020-12-20,Sunday,True,False,False,False,False,12,4,2020
20201221,2020-12-21,Monday,False,False,False,False,False,12,4,2020
20201225,2020-12-25,Friday,False,True,False,False,False,12,4,2020
20201226,2020-12-26,Saturday,True,False,False,True,True,12,4,2020
20201227,2020-12-27,Sunday,True,False,False,False,False,12,4,2020
20201228,2020-12-28,Monday,False,False,False,False,False,12,4,2020
20210103,2021-01-03,Sunday,True,False,False,False,False,1,1,2021
20210109,2021-01-09,Saturday,True,False,False,False,False,1,1,2021
20210110,2021-01-10,Sunday,True,False,False,False,False,1,1,2021
20210116,2021-01-16,Saturday,True,False,False,False,False,1,1,2021
20210117,2021-01-17,Sunday,True,False,False,False,False,1,1,2021
20210124,2021-01-24,Sunday,True,False,False,False,False,1,1,2021
20210207,2021-02-07,Sunday,True,False,False,False,False,2,1,2021
20210909,2021-09-09,Thursday,False,False,False,False,False,9,3,2021
20210912,2021-09-12,Sunday,True,False,False,False,False,9,3,2021
20210913,2021-09-13,Monday,False,False,False,False,False,9,3,2021
20210916,2021-09-16,Thursday,False,False,False,False,False,9,3,2021
20210919,2021-09-19,Sunday,True,False,False,False,False,9,3,2021
20210920,2021-09-20,Monday,False,False,False,False,False,9,3,2021
20210923,2021-09-23,Thursday,False,False,False,False,False,9,3,2021
20210926,2021-09-26,Sunday,True,False,False,False,False,9,3,2021
20210927,2021-09-27,Monday,False,False,False,False,False,9,3,2021
20210930,2021-09-30,Thursday,False,False,False,False,False,9,3,2021
20211003,2021-10-03,Sunday,True,False,False,False,False,10,4,2021
20211004,2021-10-04,Monday,False,False,False,False,False,10,4,2021
20211007,2021-10-07,Thursday,False,False,False,False,False,10,4,2021
20211010,2021-10-10,Sunday,True,False,True,False,True,10,4,2021
20211011,2021-10-11,Monday,False,True,False,False,False,10,4,2021
20211014,2021-10-14,Thursday,False,False,False,False,False,10,4,2021
20211017,2021-10-17,Sunday,True,False,False,False,False,10,4,2021
20211018,2021-10-18,Monday,False,False,False,False,False,10,4,2021
20211021,2021-10-21,Thursday,False,False,False,False,False,10,4,2021
20211024,2021-10-24,Sunday,True,False,False,False,False,10,4,2021
20211025,2021-10-25,Monday,False,False,False,False,False,10,4,2021
20211028,2021-10-28,Thursday,False,False,False,False,False,10,4,2021
20211031,2021-10-31,Sunday,True,False,False,False,False,10,4,2021
20211101,2021-11-01,Monday,False,False,False,False,False,11,4,2021
20211104,2021-11-04,Thursday,False,False,False,False,False,11,4,2021
20211107,2021-11-07,Sunday,True,False,False,False,False,11,4,2021
20211108,2021-11-08,Monday,False,False,False,False,False,11,4,2021
20211111,2021-11-11,Thursday,False,True,False,False,False,11,4,2021
20211114,2021-11-14,Sunday,True,False,False,False,False,11,4,2021
20211115,2021-11-15,Monday,False,False,False,False,False,11,4,2021
20211118,2021-11-18,Thursday,False,False,False,False,False,11,4,2021
20211121,2021-11-21,Sunday,True,False,False,False,False,11,4,2021
20211122,2021-11-22,Monday,False,False,False,False,False,11,4,2021
20211125,2021-11-25,Thursday,False,True,False,False,False,11,4,2021
20211128,2021-11-28,Sunday,True,False,False,False,False,11,4,2021
20211129,2021-11-29,Monday,False,False,False,False,False,11,4,2021
20211202,2021-12-02,Thursday,False,False,False,False,False,12,4,2021
20211205,2021-12-05,Sunday,True,False,False,False,False,12,4,2021
20211206,2021-12-06,Monday,False,False,False,False,False,12,4,2021
20211209,2021-12-09,Thursday,False,False,False,False,False,12,4,2021
20211212,2021-12-12,Sunday,True,False,False,False,False,12,4,2021
20211213,2021-12-13,Monday,False,False,False,False,False,12,4,2021
20211216,2021-12-16,Thursday,False,False,False,False,False,12,4,2021
20211218,2021-12-18,Saturday,True,False,False,False,False,12,4,2021
20211219,2021-12-19,Sunday,True,False,False,False,False,12,4,2021
20211220,2021-12-20,Monday,False,False,False,False,False,12,4,2021
20211221,2021-12-21,Tuesday,False,False,False,False,False,12,4,2021
20211223,2021-12-23,Thursday,False,False,False,False,False,12,4,2021
20211225,2021-12-25,Saturday,True,False,False,False,False,12,4,2021
20211226,2021-12-26,Sunday,True,False,False,False,False,12,4,2021
20211227,2021-12-27,Monday,False,False,False,False,False,12,4,2021
20220102,2022-01-02,Sunday,True,False,False,False,False,1,1,2022
20220103,2022-01-03,Monday,False,False,False,False,False,1,1,2022
20220108,2022-01-08,Saturday,True,False,False,False,False,1,1,2022
20220109,2022-01-09,Sunday,True,False,False,False,False,1,1,2022
20220115,2022-01-15,Saturday,True,False,False,False,False,1,1,2022
20220116,2022-01-16,Sunday,True,False,True,False,True,1,1,2022
20220117,2022-01-17,Monday,False,True,False,False,False,1,1,2022
20220122,2022-01-22,Saturday,True,False,False,False,False,1,1,2022
20220123,2022-01-23,Sunday,True,False,False,False,False,1,1,2022
20220130,2022-01-30,Sunday,True,False,False,False,False,1,1,2022
20220213,2022-02-13,Sunday,True,False,False,False,False,2,1,2022
20220908,2022-09-08,Thursday,False,False,False,False,False,9,3,2022
20220911,2022-09-11,Sunday,True,False,False,False,False,9,3,2022
20220912,2022-09-12,Monday,False,False,False,False,False,9,3,2022
20220915,2022-09-15,Thursday,False,False,False,False,False,9,3,2022
20220918,2022-09-18,Sunday,True,False,False,False,False,9,3,2022
20220919,2022-09-19,Monday,False,False,False,False,False,9,3,2022
20220922,2022-09-22,Thursday,False,False,False,False,False,9,3,2022
20220925,2022-09-25,Sunday,True,False,False,False,False,9,3,2022
20220926,2022-09-26,Monday,False,False,False,False,False,9,3,2022
20220929,2022-09-29,Thursday,False,False,False,False,False,9,3,2022
20221002,2022-10-02,Sunday,True,False,False,False,False,10,4,2022
20221003,2022-10-03,Monday,False,False,False,False,False,10,4,2022
20221006,2022-10-06,Thursday,False,False,False,False,False,10,4,2022
20221009,2022-10-09,Sunday,True,False,True,False,True,10,4,2022
20221010,2022-10-10,Monday,False,True,False,False,False,10,4,2022
20221013,2022-10-13,Thursday,False,False,False,False,False,10,4,2022
20221016,2022-10-16,Sunday,True,False,False,False,False,10,4,2022
20221017,2022-10-17,Monday,False,False,False,False,False,10,4,2022
20221020,2022-10-20,Thursday,False,False,False,False,False,10,4,2022
20221023,2022-10-23,Sunday,True,False,False,False,False,10,4,2022
20221024,2022-10-24,Monday,False,False,False,False,False,10,4,2022
20221027,2022-10-27,Thursday,False,False,False,False,False,10,4,2022
20221030,2022-10-30,Sunday,True,False,False,False,False,10,4,2022
20221031,2022-10-31,Monday,False,False,False,False,False,10,4,2022
20221103,2022-11-03,Thursday,False,False,False,False,False,11,4,2022
20221106,2022-11-06,Sunday,True,False,False,False,False,11,4,2022
20221107,2022-11-07,Monday,False,False,False,False,False,11,4,2022
20221110,2022-11-10,Thursday,False,False,False,False,False,11,4,2022
20221113,2022-11-13,Sunday,True,False,False,False,False,11,4,2022
20221114,2022-11-14,Monday,False,False,False,False,False,11,4,2022
20221117,2022-11-17,Thursday,False,False,False,False,False,11,4,2022
20221120,2022-11-20,Sunday,True,False,False,False,False,11,4,2022
20221121,2022-11-21,Monday,False,False,False,False,False,11,4,2022
20221124,2022-11-24,Thursday,False,True,False,False,False,11,4,2022
20221127,2022-11-27,Sunday,True,False,False,False,False,11,4,2022
20221128,2022-11-28,Monday,False,False,False,False,False,11,4,2022
20221201,2022-12-01,Thursday,False,False,False,False,False,12,4,2022
20221204,2022-12-04,Sunday,True,False,False,False,False,12,4,2022
20221205,2022-12-05,Monday,False,False,False,False,False,12,4,2022
20221208,2022-12-08,Thursday,False,False,False,False,False,12,4,2022
20221211,2022-12-11,Sunday,True,False,False,False,False,12,4,2022
20221212,2022-12-12,Monday,False,False,False,False,False,12,4,2022
20221215,2022-12-15,Thursday,False,False,False,False,False,12,4,2022
20221217,2022-12-17,Saturday,True,False,False,False,False,12,4,2022
20221218,2022-12-18,Sunday,True,False,False,False,False,12,4,2022
20221219,2022-12-19,Monday,False,False,False,False,False,12,4,2022
20221222,2022-12-22,Thursday,False,False,False,False,False,12,4,2022
20221224,2022-12-24,Saturday,True,False,False,False,False,12,4,2022
20221225,2022-12-25,Sunday,True,False,True,False,True,12,4,2022
20221226,2022-12-26,Monday,False,True,False,False,False,12,4,2022
20221229,2022-12-29,Thursday,False,False,False,False,False,12,4,2022
20230101,2023-01-01,Sunday,True,False,False,False,False,1,1,2023
20230107,2023-01-07,Saturday,True,False,False,False,False,1,1,2023
20230108,2023-01-08,Sunday,True,False,False,False,False,1,1,2023
20230114,2023-01-14,Saturday,True,False,False,False,False,1,1,2023
20230115,2023-01-15,Sunday,True,False,True,False,True,1,1,2023
20230116,2023-01-16,Monday,False,True,False,False,False,1,1,2023
20230121,2023-01-21,Saturday,True,False,False,False,False,1,1,2023
20230122,2023-01-22,Sunday,True,False,False,False,False,1,1,2023
20230129,2023-01-29,Sunday,True,False,False,False,False,1,1,2023
20230212,2023-02-12,Sunday,True,False,False,False,False,2,1,2023
20230907,2023-09-07,Thursday,False,False,False,False,False,9,3,2023
20230910,2023-09-10,Sunday,True,False,False,False,False,9,3,2023
20230911,2023-09-11,Monday,False,False,False,False,False,9,3,2023
20230914,2023-09-14,Thursday,False,False,False,False,False,9,3,2023
20230917,2023-09-17,Sunday,True,False,False,False,False,9,3,2023
20230918,2023-09-18,Monday,False,False,False,False,False,9,3,2023
20230921,2023-09-21,Thursday,False,False,False,False,False,9,3,2023
20230924,2023-09-24,Sunday,True,False,False,False,False,9,3,2023
20230925,2023-09-25,Monday,False,False,False,False,False,9,3,2023
20230928,2023-09-28,Thursday,False,False,False,False,False,9,3,2023
20231001,2023-10-01,Sunday,True,False,False,False,False,10,4,2023
20231002,2023-10-02,Monday,False,False,False,False,False,10,4,2023
20231005,2023-10-05,Thursday,False,False,False,False,False,10,4,2023
20231008,2023-10-08,Sunday,True,False,True,False,True,10,4,2023
20231009,2023-10-09,Monday,False,True,False,False,False,10,4,2023
20231012,2023-10-12,Thursday,False,False,False,False,False,10,4,2023
20231015,2023-10-15,Sunday,True,False,False,False,False,10,4,2023
20231016,2023-10-16,Monday,False,False,False,False,False,10,4,2023
20231019,2023-10-19,Thursday,False,False,False,False,False,10,4,2023
20231022,2023-10-22,Sunday,True,False,False,False,False,10,4,2023
20231023,2023-10-23,Monday,False,False,False,False,False,10,4,2023
20231026,2023-10-26,Thursday,False,False,False,False,False,10,4,2023
20231029,2023-10-29,Sunday,True,False,False,False,False,10,4,2023
20231030,2023-10-30,Monday,False,False,False,False,False,10,4,2023
20231102,2023-11-02,Thursday,False,False,False,False,False,11,4,2023
20231105,2023-11-05,Sunday,True,False,False,False,False,11,4,2023
20231106,2023-11-06,Monday,False,False,False,False,False,11,4,2023
20231109,2023-11-09,Thursday,False,False,False,False,False,11,4,2023
20231112,2023-11-12,Sunday,True,False,False,False,False,11,4,2023
20231113,2023-11-13,Monday,False,False,False,False,False,11,4,2023
20231116,2023-11-16,Thursday,False,False,False,False,False,11,4,2023
20231119,2023-11-19,Sunday,True,False,False,False,False,11,4,2023
20231120,2023-11-20,Monday,False,False,False,False,False,11,4,2023
20231123,2023-11-23,Thursday,False,True,False,False,False,11,4,2023
20231124,2023-11-24,Friday,False,False,False,True,True,11,4,2023
20231126,2023-11-26,Sunday,True,False,False,False,False,11,4,2023
20231127,2023-11-27,Monday,False,False,False,False,False,11,4,2023
20231130,2023-11-30,Thursday,False,False,False,False,False,11,4,2023
20231203,2023-12-03,Sunday,True,False,False,False,False,12,4,2023
20231204,2023-12-04,Monday,False,False,False,False,False,12,4,2023
20231207,2023-12-07,Thursday,False,False,False,False,False,12,4,2023
20231210,2023-12-10,Sunday,True,False,False,False,False,12,4,2023
20231211,2023-12-11,Monday,False,False,False,False,False,12,4,2023
20231214,2023-12-14,Thursday,False,False,False,False,False,12,4,2023
20231216,2023-12-16,Saturday,True,False,False,False,False,12,4,2023
20231217,2023-12-17,Sunday,True,False,False,False,False,12,4,2023
20231218,2023-12-18,Monday,False,False,False,False,False,12,4,2023
20231221,2023-12-21,Thursday,False,False,False,False,False,12,4,2023
20231223,2023-12-23,Saturday,True,False,False,False,False,12,4,2023
20231224,2023-12-24,Sunday,True,False,True,False,True,12,4,2023
20231225,2023-12-25,Monday,False,True,False,False,False,12,4,2023
20231228,2023-12-28,Thursday,False,False,False,False,False,12,4,2023
20231230,2023-12-30,Saturday,True,False,False,False,False,12,4,2023
20231231,2023-12-31,Sunday,True,False,False,False,False,12,4,2023
20240106,2024-01-06,Saturday,True,False,False,False,False,1,1,2024
20240107,2024-01-07,Sunday,True,False,False,False,False,1,1,2024
20240113,2024-01-13,Saturday,True,False,False,False,False,1,1,2024
20240114,2024-01-14,Sunday,True,False,True,False,True,1,1,2024
20240115,2024-01-15,Monday,False,True,False,False,False,1,1,2024
20240120,2024-01-20,Saturday,True,False,False,False,False,1,1,2024
20240121,2024-01-21,Sunday,True,False,False,False,False,1,1,2024
20240128,2024-01-28,Sunday,True,False,False,False,False,1,1,2024
20240211,2024-02-11,Sunday,True,False,False,False,False,2,1,2024
20240905,2024-09-05,Thursday,False,False,False,False,False,9,3,2024
20240906,2024-09-06,Friday,False,False,False,False,False,9,3,2024
20240908,2024-09-08,Sunday,True,False,False,False,False,9,3,2024
20240909,2024-09-09,Monday,False,False,False,False,False,9,3,2024
20240912,2024-09-12,Thursday,False,False,False,False,False,9,3,2024
20240915,2024-09-15,Sunday,True,False,False,False,False,9,3,2024
20240916,2024-09-16,Monday,False,False,False,False,False,9,3,2024
20240919,2024-09-19,Thursday,False,False,False,False,False,9,3,2024
20240922,2024-09-22,Sunday,True,False,False,False,False,9,3,2024
20240923,2024-09-23,Monday,False,False,False,False,False,9,3,2024
20240926,2024-09-26,Thursday,False,False,False,False,False,9,3,2024
20240929,2024-09-29,Sunday,True,False,False,False,False,9,3,2024
20240930,2024-09-30,Monday,False,False,False,False,False,9,3,2024
20241003,2024-10-03,Thursday,False,False,False,False,False,10,4,2024
20241006,2024-10-06,Sunday,True,False,False,False,False,10,4,2024
20241007,2024-10-07,Monday,False,False,False,False,False,10,4,2024
20241010,2024-10-10,Thursday,False,False,False,False,False,10,4,2024
20241013,2024-10-13,Sunday,True,False,True,False,True,10,4,2024
20241014,2024-10-14,Monday,False,True,False,False,False,10,4,2024
20241017,2024-10-17,Thursday,False,False,False,False,False,10,4,2024
20241020,2024-10-20,Sunday,True,False,False,False,False,10,4,2024
20241021,2024-10-21,Monday,False,False,False,False,False,10,4,2024
20241024,2024-10-24,Thursday,False,False,False,False,False,10,4,2024
20241027,2024-10-27,Sunday,True,False,False,False,False,10,4,2024
20241028,2024-10-28,Monday,False,False,False,False,False,10,4,2024
20241031,2024-10-31,Thursday,False,False,False,False,False,10,4,2024
20241103,2024-11-03,Sunday,True,False,False,False,False,11,4,2024
20241104,2024-11-04,Monday,False,False,False,False,False,11,4,2024
20241107,2024-11-07,Thursday,False,False,False,False,False,11,4,2024
20241110,2024-11-10,Sunday,True,False,True,False,True,11,4,2024
20241111,2024-11-11,Monday,False,True,False,False,False,11,4,2024
20241114,2024-11-14,Thursday,False,False,False,False,False,11,4,2024
20241117,2024-11-17,Sunday,True,False,False,False,False,11,4,2024
20241118,2024-11-18,Monday,False,False,False,False,False,11,4,2024
20241121,2024-11-21,Thursday,False,False,False,False,False,11,4,2024
20241124,2024-11-24,Sunday,True,False,False,False,False,11,4,2024
20241125,2024-11-25,Monday,False,False,False,False,False,11,4,2024
20241128,2024-11-28,Thursday,False,True,False,False,False,11,4,2024
20241129,2024-11-29,Friday,False,False,False,True,True,11,4,2024
20241201,2024-12-01,Sunday,True,False,False,False,False,12,4,2024
20241202,2024-12-02,Monday,False,False,False,False,False,12,4,2024
20241205,2024-12-05,Thursday,False,False,False,False,False,12,4,2024
20241208,2024-12-08,Sunday,True,False,False,False,False,12,4,2024
20241209,2024-12-09,Monday,False,False,False,False,False,12,4,2024
20241212,2024-12-12,Thursday,False,False,False,False,False,12,4,2024
20241215,2024-12-15,Sunday,True,False,False,False,False,12,4,2024
20241216,2024-12-16,Monday,False,False,False,False,False,12,4,2024
20241219,2024-12-19,Thursday,False,False,False,False,False,12,4,2024
20241221,2024-12-21,Saturday,True,False,False,False,False,12,4,2024
20241222,2024-12-22,Sunday,True,False,False,False,False,12,4,2024
20241223,2024-12-23,Monday,False,False,False,False,False,12,4,2024
20241225,2024-12-25,Wednesday,False,True,False,False,False,12,4,2024
20241226,2024-12-26,Thursday,False,False,False,True,True,12,4,2024
20241228,2024-12-28,Saturday,True,False,False,False,False,12,4,2024
20241229,2024-12-29,Sunday,True,False,False,False,False,12,4,2024
20241230,2024-12-30,Monday,False,False,False,False,False,12,4,2024
20250104,2025-01-04,Saturday,True,False,False,False,False,1,1,2025
20250105,2025-01-05,Sunday,True,False,False,False,False,1,1,2025
20250111,2025-01-11,Saturday,True,False,False,False,False,1,1,2025
20250112,2025-01-12,Sunday,True,False,False,False,False,1,1,2025
20250113,2025-01-13,Monday,False,False,False,False,False,1,1,2025
20250118,2025-01-18,Saturday,True,False,False,False,False,1,1,2025
20250119,2025-01-19,Sunday,True,False,False,False,False,1,1,2025
20250126,2025-01-26,Sunday,True,False,False,False,False,1,1,2025
20250209,2025-02-09,Sunday,True,False,False,False,False,2,1,2025
20250904,2025-09-04,Thursday,False,False,False,False,False,9,3,2025
20250905,2025-09-05,Friday,False,False,False,False,False,9,3,2025
20250907,2025-09-07,Sunday,True,False,False,False,False,9,3,2025
20250908,2025-09-08,Monday,False,False,False,False,False,9,3,2025
20250911,2025-09-11,Thursday,False,False,False,False,False,9,3,2025
20250914,2025-09-14,Sunday,True,False,False,False,False,9,3,2025
20250915,2025-09-15,Monday,False,False,False,False,False,9,3,2025
20250918,2025-09-18,Thursday,False,False,False,False,False,9,3,2025
20250921,2025-09-21,Sunday,True,False,False,False,False,9,3,2025
20250922,2025-09-22,Monday,False,False,False,False,False,9,3,2025
20250925,2025-09-25,Thursday,False,False,False,False,False,9,3,2025
20250928,2025-09-28,Sunday,True,False,False,False,False,9,3,2025
20250929,2025-09-29,Monday,False,False,False,False,False,9,3,2025
20251002,2025-10-02,Thursday,False,False,False,False,False,10,4,2025
